project_id,project_name,project_description,project_field_of_view,project_method,project_countries,project_protocol,project_global_region,project_organisations,site_id,site_name,site_latitude,site_longitude,site_depth,site_country,site_reef_name,site_exposure,site_reef_type,site_reef_zone,site_code,site_management,site_local_region,site_country_region,survey_id,survey_title,survey_description,survey_start_date (UTC),survey_collection_method,survey_depth,survey_transect_number,image_id,image_name,image_path,image_height,image_width,image_latitude,image_longitude,image_quality,image_disabled,point_id,point_num,point_machine_benthic_id,point_human_benthic_id,point_machine_classification,point_human_classification,point_machine_group_code,point_human_group_code,point_machine_benthic_code,point_human_benthic_code,QC_annotation,point_tags,point_coordinate,point_model_confidence,point_modified_by_displayname,point_modified_by_username,point_modified_by_email,model_data
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43213,Tao Mid,-21.017137,-175.010061,6,Tonga,NA,Semi-exposed,fringing,back reef,NA,Open,NA,Tongatapu,56364,Tongatapu_Tao Mid_2018_Transect_4,NA,2018-10-01 09:00:00+00:00,Dive,6,4,4177429,DSCN5728.JPG,surveys/tonga-benthic-surveys/56364/9cb64c8f-00a2-4efd-af49-b60991f34a8e/DSCN5728.JPG,3456,4608,NA,NA,NA,FALSE,178046200,23,3594,NA,ta,,algae,,Turf algae,,,,"3444, 1171",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43086,Lotofoa 2,-19.730926,-174.308354,5,Tonga,NA,Semi-exposed,fringing,fore reef,NA,Open,NA,Haapai,56069,Haapai_Lotofoa 2_2018_Transect_3,NA,2018-07-08 10:15:00+00:00,Dive,5,3,4171518,IMG_9116.JPG,surveys/tonga-benthic-surveys/56069/22d5372e-7b8e-4184-b33e-520e22c13825/IMG_9116.JPG,3456,5184,NA,NA,NA,FALSE,177750709,32,3594,NA,ta,,algae,,Turf algae,,,,"1471, 2034",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43062,Hunga Vavau PSW 3,-18.69213333,-174.1383,6,Tonga,NA,Exposed,fringing,fore reef,NA,SMA_2017,NA,Vavau,73886,Vavau_Hunga Vavau PSW 3_2024_Transect_1,NA,2024-10-24 10:54:00+00:00,Dive,6,1,5103854,PA242510.JPG,surveys/tonga-benthic-surveys/73886/a3d1e338-01ff-4d0a-ae14-ad6f802146b0/PA242510.JPG,3000,4000,NA,NA,NA,FALSE,224366399,27,3594,NA,ta,,algae,,Turf algae,,,,"471, 430",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43144,Nuku Outside 3,-21.098177,-175.038988,5,Tonga,NA,Exposed,fringing,fore reef,NA,Open,NA,Tongatapu,56252,Tongatapu_Nuku Outside 3_2018_Transect_3,NA,2018-10-07 11:30:00+00:00,Dive,5,3,4175466,DSCN7238.JPG,surveys/tonga-benthic-surveys/56252/08445d57-75ec-4b55-93a4-9fcb44ba608e/DSCN7238.JPG,3456,4608,NA,NA,NA,FALSE,177948158,47,3594,NA,ta,,algae,,Turf algae,,,,"2915, 362",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43102,Matafonua Village FHR,-19.729008,-174.293499,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,FHR_2018,NA,Haapai,73951,Haapai_Matafonua Village FHR_2024_Transect_2,NA,2024-11-13 12:11:00+00:00,Dive,3,2,5106383,PB132356.JPG,surveys/tonga-benthic-surveys/73951/7edfed4d-a2ce-4260-821b-a30ec4dd0717/PB132356.JPG,3000,4000,NA,NA,NA,FALSE,224486350,28,3594,NA,ta,,algae,,Turf algae,,,,"557, 895",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",42975,American warf,-21.132926,-175.193947,3.5,Tonga,NA,Very Sheltered,fringing,fore reef,NA,Open,NA,Tongatapu,55665,Tongatapu_American warf_2018_Transect_4,NA,2018-09-17 12:00:00+00:00,Dive,3.5,4,4161791,DSCN5283.JPG,surveys/tonga-benthic-surveys/55665/57324906-744d-40e4-a6dc-5fb923ff4d22/DSCN5283.JPG,3456,4608,NA,NA,NA,FALSE,177264755,28,3534,NA,sand,,substrate,,Sand,,,,"3928, 1993",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43115,Military Island 1 TBU,-21.081231,-175.079874,5,Tonga,NA,Sheltered,fringing,fore reef,NA,Open,NA,Tongatapu,73972,Tongatapu_Military Island 1 TBU_2024_Transect_3,NA,2024-10-01 10:00:00+00:00,Dive,3.5,3,5107060,PA012065.JPG,surveys/tonga-benthic-surveys/73972/41d29b43-e787-497c-8a00-77d6d8286610/PA012065.JPG,3000,4000,NA,NA,NA,FALSE,224520208,36,3594,NA,ta,,algae,,Turf algae,,,,"748, 1099",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43018,Felemea SMA 1,-19.904041,-174.411561,2,Tonga,NA,Very Sheltered,fringing,fore reef,NA,SMA_2008,NA,Haapai,73822,Haapai_Felemea SMA 1_2024_Transect_1,NA,2024-10-12 13:52:00+00:00,Dive,2,1,5101307,PA122769.JPG,surveys/tonga-benthic-surveys/73822/ca5f6673-f2c0-464c-9c98-cc2e8bf078f3/PA122769.JPG,3000,4000,NA,NA,NA,FALSE,224242783,11,3558,NA,softcoral_mas,,soft_coral,,Soft coral,,,,"2907, 1727",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43102,Matafonua Village FHR,-19.729008,-174.293499,3,Tonga,NA,Very Sheltered,fringing,fore reef,NA,FHR_2018,NA,Haapai,56122,Haapai_Matafonua Village FHR_2018_Transect_3,NA,2018-07-09 09:00:00+00:00,Dive,3,3,4172836,IMG_9269.JPG,surveys/tonga-benthic-surveys/56122/aa1874f4-0b59-4c0e-8f1c-dce87f96807f/IMG_9269.JPG,3456,5184,NA,NA,NA,FALSE,177815854,27,3594,NA,ta,,algae,,Turf algae,,,,"4025, 1853",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43175,Outer Islands 3,-18.84805,-174.0073167,6,Tonga,NA,Exposed,fringing,fore reef,NA,Open,NA,Vavau,55483,Vavau_Outer Islands 3_2017_Transect_1,NA,2017-10-07 12:00:00+00:00,Dive,6,1,4159359,(2283).JPG,surveys/tonga-benthic-surveys/55483/31048d06-c3a7-43ba-a9b0-c6d7dfef8fb7/(2283).JPG,3000,4000,NA,NA,NA,FALSE,177143122,36,3594,NA,ta,,algae,,Turf algae,,,,"972, 2089",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43130,Nomuka Iki Channel,-20.275322,-174.795366,5,Tonga,NA,Semi-exposed,fringing,fore reef,NA,SMA_2011,NA,Haapai,56207,Haapai_Nomuka Iki Channel_2018_Transect_4,NA,2018-08-28 11:30:00+00:00,Dive,5,4,4174717,DSCN4625.JPG,surveys/tonga-benthic-surveys/56207/28a900a0-af01-4ad1-80e6-309ad43992bb/DSCN4625.JPG,3456,4608,NA,NA,NA,FALSE,177910466,39,3594,NA,ta,,algae,,Turf algae,,,,"4075, 1330",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",42984,Atata SMA 3,-21.05897,-175.247049,5,Tonga,NA,Semi-exposed,fringing,fore reef,NA,SMA_2008,NA,Tongatapu,73433,Tongatapu_Atata SMA 3_2024_Transect_2,NA,2024-09-24 13:27:00+00:00,Dive,3.2,2,5097802,P9245183.JPG,surveys/tonga-benthic-surveys/73433/5197ef1b-5ad9-40a2-8657-3ced6594a028/P9245183.JPG,3000,4000,NA,NA,NA,FALSE,224069804,32,3594,NA,ta,,algae,,Turf algae,,,,"2805, 1935",NA,,,,
1429,Tonga Benthic Surveys,National benthic surveys,50-100cm,"[""Dive""]","[""Tonga""]","[""Photo transects""]","[""Pacific""]","[""James Cook University"", ""Ministry of Fisheries - Tonga""]",43111,Meama,-19.772167,-174.572333,8,Tonga,NA,Exposed,fringing,fore reef,NA,Open,NA,Haapai,56138,Haapai_Meama_2018_Transect_1,NA,2018-07-18 11:00:00+00:00,Dive,8,1,4173297,IMG_1155.JPG,surveys/tonga-benthic-surveys/56138/9474a469-046c-4662-b840-61c42e722044/IMG_1155.JPG,3456,5184,NA,NA,NA,FALSE,177839641,14,3558,NA,softcoral_mas,,soft_coral,,Soft coral,,,,"520, 1674",NA,,,,
